time_s,range_km,altitude_km,vx_m_s,vy_m_s,speed_m_s,mach,cd,mass_kg
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320000,544400.000000
0.000100,0.000000,0.000000,0.000000,0.000333,0.000333,0.000001,0.320000,544399.702510
0.001100,0.000000,0.000000,0.000000,0.003661,0.003661,0.000011,0.320001,544396.727615
0.011100,0.000000,0.000000,0.000000,0.036960,0.036960,0.000109,0.320013,544366.978660
0.111100,0.000000,0.000021,0.000000,0.371494,0.371494,0.001092,0.320131,544069.489111
0.346634,0.000000,0.000202,0.000000,1.170575,1.170575,0.003440,0.320413,543368.800106
0.596634,0.000000,0.000602,0.000000,2.035884,2.035884,0.005983,0.320718,542625.076233
0.846634,0.000000,0.001221,0.000000,2.918908,2.918908,0.008578,0.321029,541881.352360
1.096634,0.000000,0.002063,0.000000,3.819701,3.819701,0.011225,0.321347,541137.628488
1.346634,0.000000,0.003133,0.000000,4.738318,4.738318,0.013925,0.321671,540393.904615
1.596634,0.000000,0.004434,0.000000,5.674814,5.674814,0.016677,0.322001,539650.180742
1.846634,0.000000,0.005972,0.000000,6.629245,6.629245,0.019482,0.322338,538906.456870
2.096634,0.000000,0.007750,0.000000,7.601667,7.601667,0.022341,0.322681,538162.732997
2.346634,0.000000,0.009774,0.000000,8.592136,8.592136,0.025252,0.323030,537419.009124
2.596634,0.000000,0.012048,0.000000,9.600709,9.600709,0.028217,0.323386,536675.285251
2.846634,0.000000,0.014576,0.000000,10.627442,10.627442,0.031235,0.323748,535931.561379
3.096634,0.000000,0.017363,0.000000,11.672395,11.672395,0.034308,0.324117,535187.837506
3.346634,0.000000,0.020413,0.000000,12.735623,12.735623,0.037434,0.324492,534444.113633
3.596634,0.000000,0.023732,0.000000,13.817186,13.817186,0.040615,0.324874,533700.389761
3.846634,0.000000,0.027324,0.000000,14.917142,14.917142,0.043850,0.325262,532956.665888
3.921723,0.000000,0.028456,0.000000,15.251123,15.251123,0.044832,0.325380,532733.282773
3.996813,0.000000,0.029614,0.000000,15.586770,15.586770,0.045819,0.325498,532509.899659
4.033757,0.000000,0.030193,0.000000,15.752399,15.752399,0.046307,0.325557,532399.994105
4.067086,0.000000,0.030720,0.000000,15.901915,15.901915,0.046746,0.325610,532300.844670
4.317086,0.000000,0.034836,0.000000,17.026337,17.026337,0.050054,0.326006,531557.120798
4.567086,0.000000,0.039234,0.000000,18.155879,18.155879,0.053377,0.326405,530813.396925
4.817086,0.000000,0.043915,0.000000,19.290560,19.290560,0.056716,0.326806,530069.673052
5.067086,0.000000,0.048880,0.000000,20.430404,20.430404,0.060071,0.327209,529325.949179
5.317086,0.000000,0.054130,0.000000,21.575432,21.575432,0.063441,0.327613,528582.225307
5.567086,0.000000,0.059668,0.000000,22.725665,22.725665,0.066828,0.328019,527838.501434
5.817086,0.000000,0.065494,0.000000,23.881125,23.881125,0.070230,0.328428,527094.777561
6.067086,0.000000,0.071609,0.000000,25.041835,25.041835,0.073649,0.328838,526351.053689
6.317086,0.000000,0.078015,0.000000,26.207815,26.207815,0.077083,0.329250,525607.329816
6.567086,0.000000,0.084713,0.000000,27.379090,27.379090,0.080535,0.329664,524863.605943
6.817086,0.000000,0.091705,0.000000,28.555679,28.555679,0.084002,0.330080,524119.882070
7.067086,0.000000,0.098992,0.000000,29.737606,29.737606,0.087486,0.330498,523376.158198
7.317086,0.000000,0.106574,0.000000,30.924894,30.924894,0.090987,0.330918,522632.434325
7.567086,0.000000,0.114454,0.000000,32.117563,32.117563,0.094504,0.331341,521888.710452
7.817086,0.000000,0.122633,0.000000,33.315638,33.315638,0.098039,0.331765,521144.986580
8.067086,0.000000,0.131113,0.000000,34.519140,34.519140,0.101590,0.332191,520401.262707
8.317086,0.000000,0.139893,0.000000,35.728092,35.728092,0.105158,0.332619,519657.538834
8.567086,0.000000,0.148977,0.000000,36.942517,36.942517,0.108744,0.333049,518913.814961
8.817086,0.000000,0.158365,0.000000,38.162438,38.162438,0.112347,0.333482,518170.091089
9.067086,0.000000,0.168059,0.000000,39.387877,39.387877,0.115967,0.333916,517426.367216
9.317086,0.000000,0.178060,0.000000,40.618857,40.618857,0.119605,0.334353,516682.643343
9.567086,0.000000,0.188369,0.000000,41.855402,41.855402,0.123261,0.334791,515938.919471
9.817086,0.000000,0.198988,0.000000,43.097535,43.097535,0.126934,0.335232,515195.195598
10.067086,0.000000,0.209918,0.000000,44.345278,44.345278,0.130625,0.335675,514451.471725
10.317086,0.000000,0.221161,0.000000,45.598656,45.598656,0.134334,0.336120,513707.747853
10.567086,0.000000,0.232718,0.000000,46.857691,46.857691,0.138061,0.336567,512964.023980
10.817086,0.000000,0.244590,0.000000,48.122406,48.122406,0.141807,0.337017,512220.300107
11.067086,0.000000,0.256779,0.000000,49.392826,49.392826,0.145570,0.337468,511476.576234
11.317086,0.000000,0.269287,0.000000,50.668973,50.668973,0.149353,0.337922,510732.852362
11.567086,0.000000,0.282114,0.000000,51.950873,51.950873,0.153154,0.338378,509989.128489
11.817086,0.000000,0.295263,0.000000,53.238547,53.238547,0.156973,0.338837,509245.404616
12.067086,0.000000,0.308734,0.000000,54.532020,54.532020,0.160811,0.339297,508501.680744
12.317086,0.000000,0.322530,0.000000,55.831316,55.831316,0.164669,0.339760,507757.956871
12.567086,0.000000,0.336650,0.000000,57.136459,57.136459,0.168545,0.340225,507014.232998
12.817086,0.000000,0.351098,0.000000,58.447473,58.447473,0.172441,0.340693,506270.509125
13.067086,0.000000,0.365875,0.000000,59.764381,59.764381,0.176356,0.341163,505526.785253
13.317086,0.000000,0.380981,0.000000,61.087209,61.087209,0.180290,0.341635,504783.061380
13.567086,0.000000,0.396419,0.000000,62.415980,62.415980,0.184244,0.342109,504039.337507
13.817086,0.000000,0.412189,0.000000,63.750718,63.750718,0.188218,0.342586,503295.613635
14.067086,0.000000,0.428295,0.000000,65.091448,65.091448,0.192212,0.343065,502551.889762
14.317086,0.000000,0.444736,0.000000,66.438195,66.438195,0.196225,0.343547,501808.165889
14.567086,0.000000,0.461514,0.000000,67.790982,67.790982,0.200259,0.344031,501064.442016
14.817086,0.000000,0.478632,0.000000,69.149835,69.149835,0.204313,0.344518,500320.718144
15.067086,0.000000,0.496090,0.000000,70.514778,70.514778,0.208388,0.345007,499576.994271
15.317086,0.000000,0.513890,0.000000,71.885836,71.885836,0.212482,0.345498,498833.270398
15.567086,0.000000,0.532033,0.000000,73.263034,73.263034,0.216598,0.345992,498089.546526
15.817086,0.000000,0.550522,0.000000,74.646396,74.646396,0.220735,0.346488,497345.822653
16.067086,0.000000,0.569357,0.000000,76.035947,76.035947,0.224892,0.346987,496602.098780
16.317086,0.000000,0.588540,0.000000,77.431713,77.431713,0.229070,0.347488,495858.374907
16.567086,0.000000,0.608073,0.000000,78.833719,78.833719,0.233270,0.347992,495114.651035
16.817086,0.000000,0.627957,0.000000,80.241989,80.241989,0.237491,0.348499,494370.927162
17.067086,0.000000,0.648195,0.000000,81.656548,81.656548,0.241734,0.349008,493627.203289
17.317086,0.000000,0.668786,0.000000,83.077423,83.077423,0.245998,0.349520,492883.479417
17.567086,0.000000,0.689734,0.000000,84.504639,84.504639,0.250284,0.350034,492139.755544
17.817086,0.000000,0.711039,0.000000,85.938220,85.938220,0.254592,0.350551,491396.031671
18.067086,0.000000,0.732703,0.000000,87.378193,87.378193,0.258923,0.351071,490652.307799
18.317086,0.000000,0.754729,0.000000,88.824582,88.824582,0.263275,0.351593,489908.583926
18.567086,0.000000,0.777116,0.000000,90.277414,90.277414,0.267650,0.352118,489164.860053
18.817086,0.000000,0.799868,0.000000,91.736714,91.736714,0.272048,0.352646,488421.136180
19.067086,0.000000,0.822985,0.000000,93.202508,93.202508,0.276468,0.353176,487677.412308
19.317086,0.000000,0.846470,0.000000,94.674822,94.674822,0.280911,0.353709,486933.688435
19.567086,0.000000,0.870323,0.000000,96.153681,96.153681,0.285377,0.354245,486189.964562
19.817086,0.000000,0.894547,0.000000,97.639112,97.639112,0.289867,0.354784,485446.240690
20.067086,0.000000,0.919143,0.000000,99.131141,99.131141,0.294380,0.355326,484702.516817
20.317086,0.000000,0.944113,0.000000,100.629793,100.629793,0.298916,0.355870,483958.792944
20.567086,0.000000,0.969459,0.000000,102.135094,102.135094,0.303476,0.356417,483215.069071
20.817086,0.000000,0.995181,0.000000,103.647072,103.647072,0.308060,0.356967,482471.345199
21.067086,0.000000,1.021283,0.000000,105.165752,105.165752,0.312668,0.357520,481727.621326
21.317086,0.000000,1.047765,0.000000,106.691161,106.691161,0.317300,0.358076,480983.897453
21.567086,0.000000,1.074629,0.000000,108.223324,108.223324,0.321957,0.358635,480240.173581
21.817086,0.000000,1.101877,0.000000,109.762269,109.762269,0.326638,0.359197,479496.449708
22.067086,0.000000,1.129511,0.000000,111.308022,111.308022,0.331344,0.359761,478752.725835
22.317086,0.000000,1.157532,0.000000,112.860609,112.860609,0.336075,0.360329,478009.001962
22.567086,0.000000,1.185942,0.000000,114.420058,114.420058,0.340830,0.360900,477265.278090
22.817086,0.000000,1.214742,0.000000,115.986395,115.986395,0.345612,0.361473,476521.554217
23.067086,0.000000,1.243935,0.000000,117.559646,117.559646,0.350418,0.362050,475777.830344
23.317086,0.000000,1.273523,0.000000,119.139839,119.139839,0.355250,0.362630,475034.106472
23.567086,0.000000,1.303506,0.000000,120.727000,120.727000,0.360108,0.363213,474290.382599
23.817086,0.000000,1.333887,0.000000,122.321157,122.321157,0.364992,0.363799,473546.658726
24.067086,0.000000,1.364667,0.000000,123.922337,123.922337,0.369902,0.364388,472802.934853
24.317086,0.000000,1.395848,0.000000,125.530566,125.530566,0.374839,0.364981,472059.210981
24.567086,0.000000,1.427433,0.000000,127.145872,127.145872,0.379802,0.365576,471315.487108
24.817086,0.000000,1.459422,0.000000,128.768282,128.768282,0.384792,0.366175,470571.763235
25.067086,0.000000,1.491818,0.000000,130.397824,130.397824,0.389809,0.366777,469828.039363
25.317086,0.000000,1.524621,0.000000,132.034525,132.034525,0.394853,0.367382,469084.315490
25.567086,0.000000,1.557835,0.000000,133.678412,133.678412,0.399924,0.367991,468340.591617
25.817086,0.000000,1.591461,0.000000,135.329513,135.329513,0.405023,0.368603,467596.867744
26.067086,0.000000,1.625501,0.000000,136.987855,136.987855,0.410149,0.369218,466853.143872
26.317086,0.000000,1.659956,0.000000,138.653466,138.653466,0.415304,0.369836,466109.419999
26.567086,0.000000,1.694828,0.000000,140.326374,140.326374,0.420486,0.370458,465365.696126
26.817086,0.000000,1.730120,0.000000,142.006607,142.006607,0.425697,0.371084,464621.972254
27.067086,0.000000,1.765832,0.000000,143.694192,143.694192,0.430937,0.371712,463878.248381
27.317086,0.000000,1.801967,0.000000,145.389158,145.389158,0.436205,0.372345,463134.524508
27.567086,0.000000,1.838527,0.000000,147.091532,147.091532,0.441503,0.372980,462390.800636
27.817086,0.000000,1.875514,0.000000,148.801343,148.801343,0.446829,0.373620,461647.076763
28.067086,0.000000,1.912929,0.000000,150.518619,150.518619,0.452185,0.374262,460903.352890
28.317086,0.000000,1.950774,0.000000,152.243387,152.243387,0.457571,0.374909,460159.629017
28.567086,0.000000,1.989051,0.000000,153.975677,153.975677,0.462987,0.375558,459415.905145
28.817086,0.000000,2.027762,0.000000,155.715516,155.715516,0.468432,0.376212,458672.181272
29.067086,0.000000,2.066909,0.000000,157.462934,157.462934,0.473908,0.376869,457928.457399
29.317086,0.000000,2.106494,0.000000,159.217958,159.217958,0.479415,0.377530,457184.733527
29.567086,0.000000,2.146519,0.000000,160.980618,160.980618,0.484952,0.378194,456441.009654
29.817086,0.000000,2.186985,0.000000,162.750941,162.750941,0.490521,0.378862,455697.285781
30.067086,0.000000,2.227895,0.000000,164.528957,164.528957,0.496120,0.379534,454953.561908
30.317086,0.000000,2.269250,0.000000,166.314679,166.314679,0.501751,0.381489,454209.838036
30.553834,0.000000,2.308826,0.000000,168.012664,168.012664,0.507113,0.386046,453505.536295
30.803834,0.000000,2.351054,0.000000,169.812933,169.812933,0.512804,0.390884,452761.812423
31.053834,0.000000,2.393733,0.000000,171.620658,171.620658,0.518527,0.395748,452018.088550
31.303834,0.000000,2.436865,0.000000,173.435851,173.435851,0.524281,0.400639,451274.364677
31.553834,0.000000,2.480452,0.000000,175.258529,175.258529,0.530066,0.405556,450530.640805
31.803834,0.000000,2.524495,0.000000,177.088705,177.088705,0.535884,0.410501,449786.916932
32.053834,0.000000,2.568997,0.000000,178.926394,178.926394,0.541733,0.415473,449043.193059
32.303834,0.000000,2.613959,0.000000,180.771608,180.771608,0.547615,0.420473,448299.469186
32.553834,0.000000,2.659383,0.000000,182.624362,182.624362,0.553529,0.425500,447555.745314
32.803834,0.000000,2.705271,0.000000,184.484670,184.484670,0.559476,0.430554,446812.021441
33.053834,0.000000,2.751626,0.000000,186.352545,186.352545,0.565455,0.435637,446068.297568
33.303834,0.000000,2.798448,0.000000,188.228000,188.228000,0.571468,0.440748,445324.573696
33.553834,0.000000,2.845741,0.000000,190.111048,190.111048,0.577514,0.445887,444580.849823
33.803834,0.000000,2.893504,0.000000,192.001702,192.001702,0.583593,0.451054,443837.125950
34.053834,0.000000,2.941742,0.000000,193.899975,193.899975,0.589706,0.456250,443093.402077
34.303834,0.000000,2.990455,0.000000,195.805879,195.805879,0.595853,0.461475,442349.678205
34.553834,0.000000,3.039646,0.000000,197.719426,197.719426,0.602035,0.466729,441605.954332
34.803834,0.000000,3.089315,0.000000,199.640630,199.640630,0.608251,0.472013,440862.230459
35.053834,0.000000,3.139467,0.000000,201.569502,201.569502,0.614501,0.477326,440118.506587
35.303834,0.000000,3.190101,0.000000,203.506054,203.506054,0.620786,0.482668,439374.782714
35.553834,0.000000,3.241220,0.000000,205.450298,205.450298,0.627107,0.488041,438631.058841
35.803834,0.000000,3.292827,0.000000,207.402246,207.402246,0.633463,0.493443,437887.334968
36.053834,0.000000,3.344922,0.000000,209.361910,209.361910,0.639855,0.498876,437143.611096
36.303834,0.000000,3.397508,0.000000,211.329300,211.329300,0.646282,0.504340,436399.887223
36.553834,0.000000,3.450587,0.000000,213.304428,213.304428,0.652746,0.509834,435656.163350
36.803834,0.000000,3.504161,0.000000,215.287307,215.287307,0.659246,0.515359,434912.439478
37.053834,0.000000,3.558232,0.000000,217.277946,217.277946,0.665782,0.520915,434168.715605
37.303834,0.000000,3.612801,0.000000,219.276357,219.276357,0.672356,0.526503,433424.991732
37.553834,0.000000,3.667870,0.000000,221.282551,221.282551,0.678967,0.532122,432681.267860
37.803834,0.000000,3.723443,0.000000,223.296539,223.296539,0.685615,0.537773,431937.543987
38.053834,0.000000,3.779519,0.000000,225.318332,225.318332,0.692301,0.543456,431193.820114
38.303834,0.000000,3.836102,0.000000,227.347941,227.347941,0.699025,0.549171,430450.096241
38.553834,0.000000,3.893194,0.000000,229.385376,229.385376,0.705787,0.554919,429706.372369
38.803834,0.000000,3.950796,0.000000,231.430648,231.430648,0.712588,0.560700,428962.648496
39.053834,0.000000,4.008910,0.000000,233.483769,233.483769,0.719427,0.566513,428218.924623
39.303834,0.000000,4.067538,0.000000,235.544748,235.544748,0.726306,0.572360,427475.200751
39.553834,0.000000,4.126683,0.000000,237.613596,237.613596,0.733224,0.578240,426731.476878
39.803834,0.000000,4.186346,0.000000,239.690324,239.690324,0.740182,0.584155,425987.753005
40.053834,0.000000,4.246529,0.000000,241.774944,241.774944,0.747180,0.590103,425244.029132
40.303834,0.000000,4.307234,0.000000,243.867464,243.867464,0.754218,0.596085,424500.305260
40.553834,0.000000,4.368463,0.000000,245.967897,245.967897,0.761296,0.602102,423756.581387
40.803834,0.000000,4.430219,0.000000,248.076252,248.076252,0.768416,0.608153,423012.857514
41.053834,0.000000,4.492502,0.000000,250.192542,250.192542,0.775577,0.614240,422269.133642
41.303834,0.000000,4.555315,0.000000,252.316776,252.316776,0.782779,0.620362,421525.409769
41.553834,0.000000,4.618661,0.000000,254.448965,254.448965,0.790023,0.626520,420781.685896
41.803834,0.000000,4.682541,0.000000,256.589121,256.589121,0.797309,0.632713,420037.962023
42.053834,0.000000,4.746956,0.000000,258.737255,258.737255,0.804638,0.638943,419294.238151
42.303834,0.000000,4.811910,0.000000,260.893377,260.893377,0.812010,0.645209,418550.514278
42.553834,0.000000,4.877404,0.000000,263.057500,263.057500,0.819425,0.651511,417806.790405
42.803834,0.000000,4.943439,0.000000,265.229635,265.229635,0.826883,0.657851,417063.066533
43.053834,0.000000,5.010019,0.000000,267.409793,267.409793,0.834386,0.664228,416319.342660
43.303834,0.000000,5.077145,0.000000,269.597986,269.597986,0.841933,0.670643,415575.618787
43.553834,0.000000,5.144819,0.000000,271.794226,271.794226,0.849524,0.677095,414831.894914
43.803834,0.000000,5.213043,0.000000,273.998526,273.998526,0.857160,0.683586,414088.171042
44.053834,0.000000,5.281819,0.000000,276.210897,276.210897,0.864842,0.690115,413344.447169
44.303834,0.000000,5.351149,0.000000,278.431353,278.431353,0.872569,0.696684,412600.723296
44.553834,0.000000,5.421035,0.000000,280.659906,280.659906,0.880343,0.703291,411856.999424
44.803834,0.000000,5.491479,0.000000,282.896569,282.896569,0.888163,0.709938,411113.275551
44.853834,0.000000,5.505635,0.000000,283.344875,283.344875,0.889732,0.711273,410964.530776
44.903834,0.000000,5.519814,0.000000,283.793507,283.793507,0.891304,0.712608,410815.786002
44.953834,0.000000,5.534015,0.000000,284.242465,284.242465,0.892877,0.713946,410667.041227
44.963834,0.000000,5.536858,0.000000,284.332295,284.332295,0.893192,0.714213,410637.292272
44.973834,0.000000,5.539701,0.000000,284.422139,284.422139,0.893507,0.714481,410607.543317
44.993834,0.000000,5.545392,0.000000,284.601865,284.601865,0.894137,0.715017,410548.045408
44.997834,0.000000,5.546530,0.000000,284.637816,284.637816,0.894263,0.715124,410536.145826
44.999164,0.000000,5.546909,0.000000,284.649772,284.649772,0.894305,0.715160,410532.188686
44.999780,0.000000,5.547084,0.000000,284.655307,284.655307,0.894325,0.715176,410530.356659
45.000268,0.000000,5.547223,0.000000,284.659690,284.659690,0.894340,0.715189,410528.906073
45.000755,0.000000,5.547362,0.000000,284.664073,284.664073,0.894356,0.715202,410527.455487
45.005632,0.000000,5.548750,0.000001,284.707903,284.707903,0.894509,0.715333,410512.949627
45.054392,0.000000,5.562643,0.000075,285.146376,285.146376,0.896047,0.716640,410367.891031
45.304392,0.000000,5.634211,0.002344,287.399385,287.399385,0.903962,0.721981,409624.167159
45.554392,0.000001,5.706344,0.007784,289.660982,289.660982,0.911926,0.725963,408880.443286
45.804392,0.000004,5.779042,0.016409,291.931259,291.931260,0.919939,0.729970,408136.719413
46.054392,0.000010,5.852310,0.028230,294.210241,294.210242,0.928003,0.734002,407392.995541
46.304392,0.000019,5.926148,0.043261,296.497952,296.497955,0.936118,0.738059,406649.271668
46.554392,0.000032,6.000560,0.061513,298.794418,298.794425,0.944284,0.742142,405905.547795
46.804392,0.000050,6.075546,0.082999,301.099665,301.099676,0.952501,0.746251,405161.823922
47.054392,0.000074,6.151110,0.107733,303.413718,303.413737,0.960771,0.750385,404418.100050
47.304392,0.000104,6.227254,0.135725,305.736604,305.736634,0.969093,0.754547,403674.376177
47.554392,0.000142,6.303979,0.166991,308.068350,308.068395,0.977469,0.758734,402930.652304
47.804392,0.000188,6.381289,0.201541,310.408982,310.409048,0.985898,0.762949,402186.928432
48.054392,0.000243,6.459184,0.239389,312.758529,312.758621,0.994382,0.767191,401443.204559
48.304392,0.000308,6.537669,0.280547,315.117019,315.117144,1.002920,0.771460,400699.480686
48.554392,0.000383,6.616744,0.325029,317.484480,317.484646,1.011514,0.775757,399955.756814
48.804392,0.000470,6.696412,0.372847,319.860941,319.861158,1.020163,0.780082,399212.032941
49.054392,0.000570,6.776675,0.424015,322.246432,322.246711,1.028870,0.784435,398468.309068
49.304392,0.000683,6.857536,0.478545,324.640981,324.641334,1.037633,0.788816,397724.585195
49.554392,0.000810,6.938996,0.536450,327.044621,327.045061,1.046454,0.793227,396980.861323
49.804392,0.000951,7.021059,0.597744,329.457381,329.457924,1.055333,0.797667,396237.137450
50.054392,0.001109,7.103726,0.662440,331.879294,331.879955,1.064271,0.802136,395493.413577
50.304392,0.001283,7.186999,0.730550,334.310390,334.311188,1.073269,0.806634,394749.689705
50.554392,0.001474,7.270882,0.802088,336.750703,336.751658,1.082326,0.811163,394005.965832
50.804392,0.001684,7.355375,0.877067,339.200265,339.201399,1.091445,0.815722,393262.241959
50.972986,0.001836,7.412702,0.929581,340.857429,340.858696,1.097629,0.818814,392760.692823
51.141580,0.001998,7.470308,0.983671,342.518979,342.520391,1.103841,0.818518,392259.143687
51.351522,0.002211,7.542435,1.053237,344.595029,344.596639,1.111620,0.815518,391634.589022
51.601522,0.002485,7.628894,1.139288,347.077496,347.079366,1.120947,0.811920,390890.865149
51.851522,0.002781,7.715975,1.228844,349.571215,349.573375,1.130344,0.808296,390147.141277
52.101522,0.003100,7.803681,1.321919,352.076256,352.078738,1.139811,0.804644,389403.417404
52.351522,0.003443,7.892014,1.418528,354.592689,354.595526,1.149349,0.800965,388659.693531
52.601522,0.003810,7.980978,1.518685,357.120584,357.123813,1.158960,0.797258,387915.969659
52.851522,0.004202,8.070575,1.622406,359.660012,359.663672,1.168643,0.793523,387172.245786
53.101522,0.004621,8.160809,1.729705,362.211044,362.215174,1.178401,0.789760,386428.521913
53.351522,0.005067,8.251682,1.840598,364.773751,364.778395,1.188234,0.785967,385684.798040
53.601522,0.005542,8.343197,1.955100,367.348206,367.353409,1.198142,0.782145,384941.074168
53.851522,0.006045,8.435357,2.073226,369.934480,369.940289,1.208127,0.778294,384197.350295
54.101522,0.006579,8.528165,2.194992,372.532646,372.539113,1.218190,0.774412,383453.626422
54.351522,0.007143,8.621624,2.320414,375.142778,375.149954,1.228332,0.770501,382709.902550
54.601522,0.007739,8.715737,2.449507,377.764948,377.772889,1.238553,0.766558,381966.178677
54.851522,0.008368,8.810508,2.582288,380.399230,380.407995,1.248855,0.762584,381222.454804
55.101522,0.009031,8.905938,2.718772,383.045700,383.055348,1.259239,0.758579,380478.730931
55.351522,0.009728,9.002032,2.858975,385.704430,385.715025,1.269706,0.754542,379735.007059
55.601522,0.010460,9.098791,3.002915,388.375496,388.387105,1.280256,0.750473,378991.283186
55.851522,0.011230,9.196220,3.150607,391.058972,391.071664,1.290891,0.746370,378247.559313
56.101522,0.012036,9.294322,3.302067,393.754935,393.768781,1.301613,0.742235,377503.835441
56.351522,0.012881,9.393099,3.457314,396.463460,396.478535,1.312421,0.738066,376760.111568
56.601522,0.013765,9.492555,3.616363,399.184623,399.201004,1.323318,0.733863,376016.387695
56.851522,0.014689,9.592692,3.779231,401.918500,401.936268,1.334304,0.729626,375272.663822
57.101522,0.015655,9.693515,3.945937,404.665168,404.684406,1.345381,0.725353,374528.939950
57.351522,0.016663,9.795026,4.116496,407.424703,407.445498,1.356550,0.721045,373785.216077
57.601522,0.017714,9.897228,4.290927,410.197182,410.219625,1.367811,0.716701,373041.492204
57.851522,0.018808,10.000126,4.469247,412.982683,413.006865,1.379167,0.712321,372297.768332
58.101522,0.019949,10.103721,4.651473,415.781283,415.807301,1.390618,0.707904,371554.044459
58.351522,0.021135,10.208017,4.837624,418.593058,418.621011,1.402166,0.703450,370810.320586
58.601522,0.022368,10.313018,5.027718,421.418088,421.448079,1.413812,0.698958,370066.596713
58.851522,0.023649,10.418727,5.221773,424.256450,424.288584,1.425558,0.694428,369322.872841
59.101522,0.024979,10.525148,5.419806,427.108221,427.142607,1.437404,0.689858,368579.148968
59.351522,0.026359,10.632283,5.621838,429.973480,430.010231,1.449353,0.685250,367835.425095
59.601522,0.027790,10.740136,5.827885,432.852306,432.891537,1.461405,0.680601,367091.701223
59.851522,0.029273,10.848710,6.037967,435.744776,435.786607,1.473562,0.675912,366347.977350
60.101522,0.030809,10.958009,6.252103,438.650968,438.695521,1.485825,0.671182,365604.253477
60.351522,0.032400,11.068037,6.470313,441.571021,441.618423,1.496667,0.667000,364860.529605
60.601522,0.034045,11.178796,6.692619,444.505234,444.555614,1.506621,0.663161,364116.805732
60.851522,0.035746,11.290290,6.919040,447.453686,447.507178,1.516624,0.659302,363373.081859
61.101522,0.037505,11.402524,7.149596,450.416432,450.473172,1.526676,0.655425,362629.357986
61.351522,0.039321,11.515500,7.384306,453.393525,453.453654,1.536777,0.651529,361885.634114
61.601522,0.041197,11.629222,7.623190,456.385021,456.448683,1.546927,0.647614,361141.910241
61.851522,0.043133,11.743694,7.866267,459.390972,459.458315,1.557127,0.643680,360398.186368
62.101522,0.045131,11.858919,8.113557,462.411433,462.482609,1.567376,0.639726,359654.462496
62.351522,0.047191,11.974900,8.365079,465.446457,465.521620,1.577676,0.635754,358910.738623
62.601522,0.049314,12.091643,8.620854,468.496096,468.575406,1.588025,0.631762,358167.014750
62.851522,0.051501,12.209150,8.880902,471.560403,471.644023,1.598425,0.627750,357423.290877
63.101522,0.053754,12.327424,9.145242,474.639432,474.727528,1.608875,0.623720,356679.567005
63.351522,0.056074,12.446471,9.413896,477.733232,477.825975,1.619376,0.619669,355935.843132
63.601522,0.058462,12.566292,9.686883,480.841857,480.939422,1.629927,0.615599,355192.119259
63.851522,0.060918,12.686893,9.964224,483.965357,484.067922,1.640530,0.611510,354448.395387
64.101522,0.063444,12.808276,10.245940,487.103784,487.211531,1.651184,0.607401,353704.671514
64.351522,0.066041,12.930446,10.532051,490.257189,490.370304,1.661889,0.603271,352960.947641
64.601522,0.068711,13.053406,10.822578,493.425620,493.544295,1.672646,0.599122,352217.223768
64.851522,0.071453,13.177160,11.117542,496.609130,496.733558,1.683454,0.594953,351473.499896
65.101522,0.074270,13.301712,11.416965,499.807767,499.938147,1.694315,0.590764,350729.776023
65.351522,0.077162,13.427065,11.720867,503.021580,503.158115,1.705228,0.586555,349986.052150
65.601522,0.080131,13.553224,12.029270,506.250620,506.393516,1.716192,0.582326,349242.328278
65.851522,0.083177,13.680192,12.342195,509.494934,509.644403,1.727210,0.578076,348498.604405
66.101522,0.086302,13.807973,12.659664,512.754570,512.910827,1.738280,0.573806,347754.880532
66.351522,0.089507,13.936570,12.981699,516.029578,516.192842,1.749403,0.569516,347011.156659
66.601522,0.092793,14.065989,13.308320,519.320005,519.490499,1.760579,0.565205,346267.432787
66.851522,0.096162,14.196232,13.639551,522.625898,522.803851,1.771808,0.560874,345523.708914
67.101522,0.099613,14.327303,13.975413,525.947305,526.132948,1.783090,0.556522,344779.985041
67.351522,0.103150,14.459207,14.315927,529.284271,529.477843,1.794426,0.552150,344036.261169
67.601522,0.106772,14.591946,14.661114,532.636734,532.838474,1.805816,0.549555,343292.537296
67.851522,0.110481,14.725526,15.010980,536.004165,536.214317,1.817257,0.548680,342548.813423
68.101522,0.114278,14.859950,15.365543,539.386512,539.605328,1.828749,0.547802,341805.089550
68.351522,0.118164,14.995221,15.724826,542.783830,543.011561,1.840293,0.546919,341061.365678
68.601522,0.122141,15.131343,16.088851,546.196169,546.433076,1.851889,0.546032,340317.641805
68.851522,0.126209,15.268320,16.457639,549.623583,549.869927,1.863536,0.545141,339573.917932
69.101522,0.130370,15.406156,16.831214,553.066124,553.322173,1.875236,0.544247,338830.194060
69.351522,0.134625,15.544854,17.209597,556.523845,556.789871,1.886988,0.543348,338086.470187
69.601522,0.138975,15.684419,17.592812,559.996799,560.273078,1.898793,0.542445,337342.746314
69.851522,0.143422,15.824854,17.980881,563.485038,563.771851,1.910650,0.541538,336599.022442
70.101522,0.147966,15.966163,18.373827,566.988614,567.286247,1.922561,0.540628,335855.298569
70.351522,0.152609,16.108350,18.771672,570.507581,570.816324,1.934525,0.539713,335111.574696
70.601522,0.157352,16.251418,19.174441,574.041990,574.362138,1.946541,0.538794,334367.850823
