time_s,range_km,altitude_km,vx_m_s,vy_m_s,speed_m_s,mach,cd,mass_kg
281.418279,76.776025,373.517771,672.893847,1882.689960,1999.326790,6.062294,0.397224,87526.194515
281.668279,76.944365,373.988483,673.823907,1883.003728,1999.935423,6.064139,0.397208,87457.773901
281.918279,77.112937,374.459273,674.755270,1883.319545,2000.546721,6.065993,0.397191,87389.353287
282.168279,77.281743,374.930143,675.687937,1883.637414,2001.160687,6.067854,0.397175,87320.932674
282.418279,77.450781,375.401092,676.621912,1883.957337,2001.777325,6.069724,0.397158,87252.512060
282.668279,77.620054,375.872122,677.557195,1884.279316,2002.396637,6.071602,0.397141,87184.091446
282.918279,77.789560,376.343232,678.493788,1884.603355,2003.018629,6.073488,0.397125,87115.670833
283.168279,77.959301,376.814423,679.431694,1884.929456,2003.643302,6.075382,0.397108,87047.250219
283.418279,78.129276,377.285697,680.370915,1885.257621,2004.270661,6.077284,0.397091,86978.829605
283.668279,78.299486,377.757052,681.311452,1885.587854,2004.900708,6.079195,0.397074,86910.408991
283.918279,78.469932,378.228491,682.253309,1885.920156,2005.533448,6.081113,0.397057,86841.988378
284.168279,78.640613,378.700013,683.196486,1886.254531,2006.168885,6.083040,0.397040,86773.567764
284.418279,78.811530,379.171618,684.140985,1886.590981,2006.807020,6.084975,0.397022,86705.147150
284.668279,78.982684,379.643308,685.086810,1886.929509,2007.447859,6.086918,0.397005,86636.726537
284.918279,79.154074,380.115083,686.033961,1887.270117,2008.091404,6.088870,0.396988,86568.305923
285.168279,79.325701,380.586943,686.982441,1887.612808,2008.737660,6.090829,0.396970,86499.885309
285.418279,79.497565,381.058890,687.932253,1887.957584,2009.386629,6.092797,0.396953,86431.464695
285.668279,79.669667,381.530922,688.883397,1888.304450,2010.038315,6.094773,0.396935,86363.044082
285.918279,79.842007,382.003042,689.835876,1888.653406,2010.692722,6.096757,0.396918,86294.623468
286.168279,80.014585,382.475249,690.789693,1889.004456,2011.349854,6.098750,0.396900,86226.202854
286.418279,80.187402,382.947545,691.744848,1889.357603,2012.009713,6.100750,0.396882,86157.782241
286.668279,80.360458,383.419928,692.701345,1889.712849,2012.672304,6.102760,0.396864,86089.361627
286.918279,80.533753,383.892401,693.659185,1890.070196,2013.337630,6.104777,0.396846,86020.941013
287.168279,80.707287,384.364964,694.618371,1890.429649,2014.005695,6.106803,0.396828,85952.520399
287.418279,80.881062,384.837616,695.578904,1890.791208,2014.676501,6.108837,0.396810,85884.099786
287.668279,81.055077,385.310359,696.540787,1891.154878,2015.350054,6.110879,0.396792,85815.679172
287.918279,81.229333,385.783194,697.504022,1891.520661,2016.026357,6.112930,0.396774,85747.258558
288.168279,81.403829,386.256120,698.468610,1891.888559,2016.705412,6.114989,0.396756,85678.837945
288.418279,81.578567,386.729138,699.434555,1892.258575,2017.387224,6.117056,0.396737,85610.417331
288.668279,81.753546,387.202249,700.401858,1892.630713,2018.071797,6.119132,0.396719,85541.996717
288.918279,81.928768,387.675454,701.370520,1893.004974,2018.759134,6.121216,0.396700,85473.576103
289.168279,82.104232,388.148752,702.340545,1893.381362,2019.449238,6.123308,0.396682,85405.155490
289.418279,82.279938,388.622145,703.311935,1893.759880,2020.142114,6.125409,0.396663,85336.734876
289.668279,82.455888,389.095632,704.284691,1894.140529,2020.837765,6.127519,0.396644,85268.314262
289.918279,82.632081,389.569215,705.258816,1894.523314,2021.536194,6.129636,0.396625,85199.893649
290.168279,82.808517,390.042894,706.234312,1894.908236,2022.237406,6.131763,0.396607,85131.473035
290.418279,82.985198,390.516669,707.211181,1895.295299,2022.941404,6.133897,0.396588,85063.052421
290.668279,83.162123,390.990542,708.189425,1895.684506,2023.648192,6.136040,0.396569,84994.631807
290.918279,83.339293,391.464512,709.169046,1896.075858,2024.357774,6.138192,0.396549,84926.211194
291.168279,83.516708,391.938580,710.150047,1896.469360,2025.070152,6.140352,0.396530,84857.790580
291.418279,83.694368,392.412747,711.132430,1896.865013,2025.785332,6.142520,0.396511,84789.369966
291.668279,83.872274,392.887013,712.116196,1897.262822,2026.503316,6.144698,0.396492,84720.949353
291.918279,84.050426,393.361378,713.101349,1897.662788,2027.224109,6.146883,0.396472,84652.528739
292.168279,84.228825,393.835844,714.087890,1898.064914,2027.947714,6.149077,0.396453,84584.108125
292.418279,84.407470,394.310411,715.075821,1898.469204,2028.674135,6.151280,0.396433,84515.687511
292.668279,84.586363,394.785079,716.065145,1898.875660,2029.403376,6.153491,0.396413,84447.266898
292.918279,84.765503,395.259849,717.055864,1899.284285,2030.135440,6.155711,0.396394,84378.846284
293.168279,84.944891,395.734721,718.047980,1899.695082,2030.870332,6.157939,0.396374,84310.425670
293.418279,85.124527,396.209697,719.041495,1900.108053,2031.608054,6.160176,0.396354,84242.005057
293.668279,85.304412,396.684775,720.036411,1900.523203,2032.348611,6.162421,0.396334,84173.584443
293.918279,85.484545,397.159958,721.032732,1900.940533,2033.092007,6.164676,0.396314,84105.163829
294.168279,85.664928,397.635246,722.030458,1901.360047,2033.838246,6.166938,0.396294,84036.743215
294.418279,85.845561,398.110639,723.029593,1901.781747,2034.587331,6.169210,0.396274,83968.322602
294.668279,86.026443,398.586137,724.030138,1902.205637,2035.339266,6.171490,0.396253,83899.901988
294.918279,86.207576,399.061742,725.032095,1902.631720,2036.094055,6.173778,0.396233,83831.481374
295.168279,86.388959,399.537453,726.035468,1903.059997,2036.851701,6.176076,0.396213,83763.060761
295.418279,86.570594,400.013272,727.040258,1903.490473,2037.612210,6.178382,0.396192,83694.640147
295.668279,86.752480,400.489198,728.046467,1903.923150,2038.375584,6.180696,0.396172,83626.219533
295.918279,86.934617,400.965234,729.054098,1904.358032,2039.141827,6.183020,0.396151,83557.798919
296.168279,87.117007,401.441378,730.063153,1904.795120,2039.910943,6.185352,0.396130,83489.378306
296.418279,87.299649,401.917631,731.073634,1905.234419,2040.682937,6.187693,0.396109,83420.957692
296.668279,87.482544,402.393995,732.085544,1905.675931,2041.457812,6.190042,0.396089,83352.537078
296.918279,87.665692,402.870469,733.098885,1906.119659,2042.235572,6.192400,0.396068,83284.116465
297.168279,87.849093,403.347055,734.113659,1906.565607,2043.016220,6.194767,0.396047,83215.695851
297.418279,88.032749,403.823752,735.129868,1907.013776,2043.799762,6.197143,0.396025,83147.275237
297.668279,88.216658,404.300562,736.147516,1907.464171,2044.586200,6.199528,0.396004,83078.854623
297.918279,88.400823,404.777485,737.166603,1907.916794,2045.375539,6.201921,0.395983,83010.434010
298.168279,88.585242,405.254521,738.187133,1908.371649,2046.167782,6.204323,0.395962,82942.013396
298.418279,88.769916,405.731671,739.209107,1908.828738,2046.962934,6.206735,0.395940,82873.592782
298.668279,88.954846,406.208935,740.232529,1909.288064,2047.760999,6.209154,0.395919,82805.172169
298.918279,89.140033,406.686315,741.257400,1909.749631,2048.561980,6.211583,0.395897,82736.751555
299.168279,89.325475,407.163810,742.283722,1910.213441,2049.365881,6.214021,0.395875,82668.330941
299.418279,89.511175,407.641422,743.311499,1910.679498,2050.172707,6.216467,0.395854,82599.910327
299.668279,89.697131,408.119150,744.340733,1911.147805,2050.982462,6.218922,0.395832,82531.489714
299.918279,89.883345,408.596996,745.371425,1911.618364,2051.795149,6.221387,0.395810,82463.069100
300.168279,90.069817,409.074960,746.403578,1912.091180,2052.610772,6.223860,0.395788,82394.648486
300.418279,90.256547,409.553042,747.437195,1912.566254,2053.429336,6.226342,0.395766,82326.227873
300.668279,90.443536,410.031243,748.472278,1913.043591,2054.250844,6.228833,0.395744,82257.807259
300.918279,90.630783,410.509564,749.508829,1913.523193,2055.075302,6.231333,0.395721,82189.386645
301.168279,90.818290,410.988005,750.546851,1914.005063,2055.902711,6.233841,0.395699,82120.966031
301.418279,91.006057,411.466566,751.586346,1914.489205,2056.733078,6.236359,0.395677,82052.545418
301.668279,91.194084,411.945249,752.627316,1914.975622,2057.566405,6.238886,0.395654,81984.124804
301.918279,91.382371,412.424054,753.669765,1915.464317,2058.402697,6.241422,0.395632,81915.704190
302.168279,91.570919,412.902982,754.713694,1915.955292,2059.241958,6.243967,0.395609,81847.283577
302.418279,91.759728,413.382032,755.759105,1916.448552,2060.084192,6.246520,0.395586,81778.862963
302.668279,91.948798,413.861206,756.806002,1916.944100,2060.929403,6.249083,0.395564,81710.442349
302.918279,92.138131,414.340504,757.854386,1917.441937,2061.777596,6.251655,0.395541,81642.021735
303.168279,92.327726,414.819927,758.904261,1917.942069,2062.628774,6.254236,0.395518,81573.601122
303.418279,92.517583,415.299476,759.955628,1918.444498,2063.482941,6.256826,0.395495,81505.180508
303.668279,92.707703,415.779150,761.008490,1918.949227,2064.340102,6.259425,0.395472,81436.759894
303.918279,92.898087,416.258951,762.062849,1919.456259,2065.200261,6.262033,0.395449,81368.339280
304.168279,93.088735,416.738878,763.118708,1919.965599,2066.063422,6.264650,0.395425,81299.918667
304.418279,93.279647,417.218934,764.176070,1920.477248,2066.929589,6.267277,0.395402,81231.498053
304.668279,93.470823,417.699117,765.234936,1920.991210,2067.798766,6.269912,0.395379,81163.077439
304.918279,93.662264,418.179429,766.295310,1921.507489,2068.670958,6.272557,0.395355,81094.656826
305.168279,93.853971,418.659871,767.357193,1922.026087,2069.546168,6.275211,0.395331,81026.236212
305.418279,94.045943,419.140443,768.420589,1922.547009,2070.424402,6.277874,0.395308,80957.815598
305.668279,94.238181,419.621145,769.485499,1923.070257,2071.305662,6.280546,0.395284,80889.394984
305.918279,94.430686,420.101978,770.551927,1923.595834,2072.189954,6.283227,0.395260,80820.974371
306.168279,94.623457,420.582943,771.619875,1924.123745,2073.077282,6.285918,0.395236,80752.553757
306.418279,94.816496,421.064040,772.689345,1924.653991,2073.967649,6.288617,0.395212,80684.133143
306.668279,95.009802,421.545270,773.760340,1925.186577,2074.861061,6.291326,0.395188,80615.712530
306.918279,95.203376,422.026633,774.832862,1925.721506,2075.757521,6.294045,0.395164,80547.291916
307.168279,95.397219,422.508131,775.906914,1926.258782,2076.657033,6.296772,0.395140,80478.871302
307.418279,95.591330,422.989763,776.982498,1926.798407,2077.559603,6.299509,0.395115,80410.450688
307.668279,95.785710,423.471530,778.059618,1927.340384,2078.465233,6.302255,0.395091,80342.030075
307.918279,95.980360,423.953433,779.138275,1927.884718,2079.373929,6.305010,0.395067,80273.609461
308.168279,96.175279,424.435473,780.218473,1928.431412,2080.285696,6.307775,0.395042,80205.188847
308.418279,96.370469,424.917649,781.300213,1928.980469,2081.200536,6.310549,0.395017,80136.768234
308.668279,96.565930,425.399963,782.383498,1929.531892,2082.118455,6.313332,0.394993,80068.347620
308.918279,96.761661,425.882415,783.468331,1930.085685,2083.039456,6.316125,0.394968,79999.927006
309.168279,96.957664,426.365006,784.554715,1930.641851,2083.963545,6.318927,0.394943,79931.506392
309.418279,97.153939,426.847737,785.642652,1931.200394,2084.890725,6.321738,0.394918,79863.085779
309.668279,97.350485,427.330607,786.732144,1931.761317,2085.821002,6.324559,0.394893,79794.665165
309.918279,97.547305,427.813617,787.823195,1932.324623,2086.754378,6.327389,0.394868,79726.244551
310.168279,97.744397,428.296769,788.915806,1932.890317,2087.690860,6.330228,0.394842,79657.823938
310.418279,97.941763,428.780063,790.009981,1933.458401,2088.630450,6.333077,0.394817,79589.403324
310.668279,98.139402,429.263499,791.105723,1934.028878,2089.573154,6.335936,0.394792,79520.982710
310.918279,98.337316,429.747077,792.203033,1934.601754,2090.518976,6.338804,0.394766,79452.562096
311.168279,98.535504,430.230800,793.301914,1935.177030,2091.467921,6.341681,0.394741,79384.141483
311.418279,98.733967,430.714666,794.402370,1935.754710,2092.419992,6.344568,0.394715,79315.720869
311.668279,98.932705,431.198677,795.504402,1936.334798,2093.375195,6.347464,0.394689,79247.300255
311.918279,99.131719,431.682834,796.608014,1936.917298,2094.333533,6.350370,0.394663,79178.879642
312.168279,99.331009,432.167136,797.713208,1937.502213,2095.295012,6.353285,0.394637,79110.459028
312.418279,99.530576,432.651585,798.819987,1938.089546,2096.259635,6.356210,0.394611,79042.038414
312.668279,99.730420,433.136181,799.928353,1938.679301,2097.227408,6.359145,0.394585,78973.617800
312.918279,99.930540,433.620925,801.038309,1939.271481,2098.198334,6.362089,0.394559,78905.197187
313.168279,100.130939,434.105817,802.149858,1939.866091,2099.172419,6.365042,0.394533,78836.776573
313.418279,100.331615,434.590858,803.263003,1940.463133,2100.149666,6.368006,0.394507,78768.355959
313.668279,100.532570,435.076049,804.377745,1941.062611,2101.130081,6.370978,0.394480,78699.935346
313.918279,100.733804,435.561390,805.494089,1941.664529,2102.113668,6.373961,0.394454,78631.514732
314.168279,100.935318,436.046881,806.612037,1942.268891,2103.100431,6.376953,0.394427,78563.094118
314.418279,101.137111,436.532524,807.731591,1942.875700,2104.090375,6.379954,0.394400,78494.673504
314.668279,101.339184,437.018319,808.852754,1943.484959,2105.083505,6.382966,0.394374,78426.252891
314.918279,101.541537,437.504267,809.975529,1944.096673,2106.079825,6.385987,0.394347,78357.832277
315.168279,101.744171,437.990368,811.099919,1944.710844,2107.079340,6.389018,0.394320,78289.411663
315.418279,101.947087,438.476623,812.225926,1945.327477,2108.082055,6.392058,0.394293,78220.991050
315.668279,102.150285,438.963032,813.353554,1945.946575,2109.087973,6.395108,0.394266,78152.570436
315.918279,102.353764,439.449596,814.482804,1946.568142,2110.097100,6.398168,0.394239,78084.149822
316.168279,102.557526,439.936316,815.613681,1947.192182,2111.109441,6.401237,0.394211,78015.729208
316.418279,102.761571,440.423192,816.746186,1947.818698,2112.124999,6.404317,0.394184,77947.308595
316.668279,102.965899,440.910226,817.880322,1948.447694,2113.143780,6.407406,0.394156,77878.887981
316.918279,103.170511,441.397416,819.016093,1949.079173,2114.165789,6.410505,0.394129,77810.467367
317.168279,103.375408,441.884765,820.153500,1949.713140,2115.191030,6.413614,0.394101,77742.046754
317.418279,103.580588,442.372273,821.292547,1950.349598,2116.219507,6.416732,0.394073,77673.626140
317.668279,103.786054,442.859940,822.433237,1950.988551,2117.251226,6.419860,0.394046,77605.205526
317.918279,103.991805,443.347768,823.575573,1951.630002,2118.286191,6.422999,0.394018,77536.784912
318.168279,104.197842,443.835756,824.719557,1952.273955,2119.324407,6.426147,0.393990,77468.364299
318.418279,104.404165,444.323905,825.865192,1952.920415,2120.365879,6.429305,0.393962,77399.943685
318.668279,104.610775,444.812216,827.012481,1953.569384,2121.410612,6.432472,0.393934,77331.523071
318.918279,104.817671,445.300690,828.161427,1954.220868,2122.458609,6.435650,0.393905,77263.102458
319.168279,105.024855,445.789327,829.312033,1954.874868,2123.509877,6.438838,0.393877,77194.681844
319.418279,105.232327,446.278127,830.464301,1955.531390,2124.564420,6.442035,0.393849,77126.261230
319.668279,105.440088,446.767093,831.618235,1956.190437,2125.622242,6.445243,0.393820,77057.840616
319.918279,105.648137,447.256223,832.773838,1956.852013,2126.683349,6.448460,0.393791,76989.420003
320.168279,105.856475,447.745519,833.931112,1957.516121,2127.747745,6.451688,0.393763,76920.999389
320.418279,106.065102,448.234981,835.090060,1958.182767,2128.815435,6.454925,0.393734,76852.578775
320.668279,106.274020,448.724610,836.250685,1958.851952,2129.886424,6.458172,0.393705,76784.158162
320.918279,106.483228,449.214407,837.412991,1959.523682,2130.960717,6.461430,0.393676,76715.737548
321.168279,106.692727,449.704372,838.576979,1960.197960,2132.038319,6.464697,0.393647,76647.316934
321.418279,106.902517,450.194507,839.742654,1960.874791,2133.119235,6.467975,0.393618,76578.896320
321.668279,107.112598,450.684810,840.910017,1961.554177,2134.203469,6.471262,0.393589,76510.475707
321.918279,107.322972,451.175284,842.079073,1962.236123,2135.291027,6.474560,0.393559,76442.055093
322.168279,107.533638,451.665928,843.249823,1962.920633,2136.381913,6.477868,0.393530,76373.634479
322.418279,107.744597,452.156744,844.422271,1963.607711,2137.476132,6.481186,0.393501,76305.213866
322.668279,107.955849,452.647732,845.596420,1964.297361,2138.573690,6.484514,0.393471,76236.793252
322.918279,108.167395,453.138893,846.772273,1964.989586,2139.674591,6.487852,0.393441,76168.372638
323.168279,108.379235,453.630227,847.949833,1965.684391,2140.778840,6.491200,0.393412,76099.952024
323.418279,108.591370,454.121736,849.129103,1966.381779,2141.886443,6.494558,0.393382,76031.531411
323.668279,108.803800,454.613419,850.310085,1967.081755,2142.997404,6.497927,0.393352,75963.110797
323.918279,109.016525,455.105277,851.492784,1967.784323,2144.111728,6.501306,0.393322,75894.690183
324.168279,109.229547,455.597311,852.677201,1968.489487,2145.229421,6.504695,0.393292,75826.269570
324.418279,109.442864,456.089522,853.863340,1969.197250,2146.350487,6.508094,0.393261,75757.848956
324.668279,109.656478,456.581910,855.051205,1969.907616,2147.474931,6.511504,0.393231,75689.428342
324.918279,109.870390,457.074476,856.240797,1970.620591,2148.602759,6.514923,0.393201,75621.007728
325.168279,110.084599,457.567220,857.432120,1971.336177,2149.733975,6.518354,0.393170,75552.587115
325.418279,110.299106,458.060144,858.625178,1972.054379,2150.868585,6.521794,0.393140,75484.166501
325.668279,110.513912,458.553248,859.819973,1972.775201,2152.006594,6.525244,0.393109,75415.745887
325.918279,110.729016,459.046532,861.016509,1973.498648,2153.148007,6.528705,0.393078,75347.325274
326.168279,110.944420,459.539997,862.214787,1974.224722,2154.292829,6.532177,0.393047,75278.904660
326.418279,111.160124,460.033644,863.414813,1974.953428,2155.441065,6.535658,0.393016,75210.484046
326.668279,111.376128,460.527474,864.616588,1975.684771,2156.592720,6.539150,0.392985,75142.063432
326.918279,111.592432,461.021487,865.820116,1976.418755,2157.747800,6.542653,0.392954,75073.642819
327.168279,111.809038,461.515684,867.025400,1977.155383,2158.906309,6.546166,0.392923,75005.222205
327.418279,112.025945,462.010065,868.232443,1977.894660,2160.068253,6.549689,0.392892,74936.801591
327.668279,112.243154,462.504631,869.441248,1978.636589,2161.233638,6.553222,0.392860,74868.380978
327.918279,112.460666,462.999383,870.651819,1979.381177,2162.402468,6.556767,0.392829,74799.960364
328.168279,112.678480,463.494322,871.864158,1980.128425,2163.574748,6.560321,0.392797,74731.539750
328.418279,112.896598,463.989448,873.078269,1980.878339,2164.750484,6.563886,0.392765,74663.119136
328.668279,113.115019,464.484762,874.294155,1981.630923,2165.929681,6.567462,0.392734,74594.698523
328.918279,113.333745,464.980264,875.511819,1982.386181,2167.112345,6.571048,0.392702,74526.277909
329.168279,113.552776,465.475955,876.731264,1983.144117,2168.298480,6.574644,0.392670,74457.857295
329.418279,113.772111,465.971836,877.952494,1983.904735,2169.488092,6.578251,0.392638,74389.436681
329.668279,113.991752,466.467907,879.175512,1984.668041,2170.681186,6.581869,0.392606,74321.016068
329.918279,114.211699,466.964170,880.400321,1985.434037,2171.877768,6.585497,0.392573,74252.595454
330.168279,114.431952,467.460625,881.626923,1986.202729,2173.077843,6.589136,0.392541,74184.174840
330.418279,114.652512,467.957272,882.855324,1986.974121,2174.281417,6.592785,0.392509,74115.754227
330.668279,114.873380,468.454112,884.085525,1987.748216,2175.488494,6.596446,0.392476,74047.333613
330.918279,115.094555,468.951146,885.317530,1988.525020,2176.699080,6.600116,0.392443,73978.912999
331.168279,115.316039,469.448375,886.551342,1989.304537,2177.913180,6.603798,0.392411,73910.492385
331.418279,115.537831,469.945799,887.786965,1990.086770,2179.130801,6.607490,0.392378,73842.071772
331.668279,115.759933,470.443418,889.024402,1990.871725,2180.351947,6.611192,0.392345,73773.651158
331.918279,115.982344,470.941235,890.263655,1991.659405,2181.576623,6.614906,0.392312,73705.230544
332.168279,116.205065,471.439248,891.504730,1992.449816,2182.804836,6.618630,0.392279,73636.809931
332.418279,116.428096,471.937460,892.747628,1993.242961,2184.036590,6.622365,0.392246,73568.389317
332.668279,116.651439,472.435870,893.992353,1994.038845,2185.271892,6.626110,0.392212,73499.968703
332.918279,116.875092,472.934479,895.238908,1994.837473,2186.510747,6.629867,0.392179,73431.548089
333.168279,117.099058,473.433289,896.487297,1995.638848,2187.753159,6.633634,0.392145,73363.127476
333.418279,117.323336,473.932299,897.737524,1996.442976,2188.999136,6.637412,0.392112,73294.706862
333.668279,117.547927,474.431511,898.989591,1997.249860,2190.248681,6.641201,0.392078,73226.286248
333.918279,117.772831,474.930924,900.243501,1998.059505,2191.501802,6.645001,0.392044,73157.865635
334.168279,117.998049,475.430541,901.499259,1998.871916,2192.758503,6.648811,0.392011,73089.445021
334.418279,118.223581,475.930360,902.756868,1999.687098,2194.018790,6.652633,0.391977,73021.024407
334.668279,118.449428,476.430384,904.016330,2000.505054,2195.282669,6.656465,0.391943,72952.603793
334.918279,118.675589,476.930613,905.277651,2001.325789,2196.550145,6.660308,0.391908,72884.183180
335.168279,118.902067,477.431048,906.540832,2002.149308,2197.821223,6.664162,0.391874,72815.762566
335.418279,119.128860,477.931688,907.805877,2002.975615,2199.095911,6.668027,0.391840,72747.341952
335.668279,119.355970,478.432536,909.072790,2003.804715,2200.374212,6.671903,0.391805,72678.921339
335.918279,119.583396,478.933591,910.341574,2004.636613,2201.656134,6.675790,0.391771,72610.500725
336.168279,119.811141,479.434854,911.612233,2005.471313,2202.941681,6.679688,0.391736,72542.080111
336.418279,120.039203,479.936327,912.884770,2006.308819,2204.230859,6.683597,0.391701,72473.659497
336.668279,120.267583,480.438009,914.159189,2007.149137,2205.523675,6.687517,0.391667,72405.238884
336.918279,120.496282,480.939901,915.435492,2007.992271,2206.820133,6.691448,0.391632,72336.818270
337.168279,120.725301,481.442005,916.713685,2008.838225,2208.120240,6.695390,0.391597,72268.397656
337.418279,120.954639,481.944321,917.993769,2009.687004,2209.424001,6.699344,0.391561,72199.977043
337.668279,121.184298,482.446849,919.275749,2010.538614,2210.731422,6.703308,0.391526,72131.556429
337.918279,121.414277,482.949590,920.559628,2011.393057,2212.042509,6.707283,0.391491,72063.135815
338.168279,121.644578,483.452546,921.845410,2012.250341,2213.357267,6.711270,0.391455,71994.715201
338.418279,121.875200,483.955716,923.133098,2013.110468,2214.675704,6.715268,0.391420,71926.294588
338.668279,122.106145,484.459101,924.422696,2013.973444,2215.997823,6.719277,0.391384,71857.873974
338.918279,122.337412,484.962703,925.714208,2014.839273,2217.323632,6.723297,0.391348,71789.453360
339.168279,122.569002,485.466521,927.007636,2015.707961,2218.653137,6.727328,0.391313,71721.032747
339.418279,122.800916,485.970557,928.302985,2016.579511,2219.986342,6.731370,0.391277,71652.612133
339.668279,123.033154,486.474811,929.600258,2017.453930,2221.323254,6.735424,0.391241,71584.191519
339.918279,123.265716,486.979284,930.899458,2018.331221,2222.663879,6.739489,0.391205,71515.770905
340.168279,123.498604,487.483977,932.200591,2019.211389,2224.008223,6.743565,0.391168,71447.350292
340.418279,123.731817,487.988890,933.503658,2020.094440,2225.356292,6.747653,0.391132,71378.929678
340.668279,123.965356,488.494024,934.808663,2020.980377,2226.708091,6.751752,0.391096,71310.509064
340.918279,124.199221,488.999380,936.115612,2021.869207,2228.063628,6.755862,0.391059,71242.088451
341.168279,124.433414,489.504959,937.424506,2022.760933,2229.422907,6.759984,0.391022,71173.667837
341.418279,124.667933,490.010761,938.735349,2023.655561,2230.785935,6.764117,0.390986,71105.247223
341.668279,124.902781,490.516787,940.048146,2024.553096,2232.152718,6.768261,0.390949,71036.826609
341.918279,125.137958,491.023038,941.362900,2025.453542,2233.523262,6.772417,0.390912,70968.405996
342.168279,125.373463,491.529514,942.679615,2026.356904,2234.897573,6.776584,0.390875,70899.985382
342.418279,125.609298,492.036217,943.998294,2027.263188,2236.275657,6.780762,0.390838,70831.564768
342.668279,125.845462,492.543146,945.318942,2028.172398,2237.657520,6.784952,0.390800,70763.144155
342.918279,126.081957,493.050303,946.641561,2029.084539,2239.043169,6.789154,0.390763,70694.723541
343.168279,126.318783,493.557688,947.966156,2029.999616,2240.432609,6.793367,0.390726,70626.302927
343.418279,126.555941,494.065303,949.292730,2030.917635,2241.825847,6.797592,0.390688,70557.882313
343.668279,126.793430,494.573148,950.621288,2031.838600,2243.222889,6.801828,0.390650,70489.461700
343.918279,127.031251,495.081223,951.951832,2032.762516,2244.623741,6.806075,0.390613,70421.041086
344.168279,127.269406,495.589529,953.284367,2033.689389,2246.028409,6.810334,0.390575,70352.620472
344.418279,127.507894,496.098068,954.618897,2034.619222,2247.436900,6.814605,0.390537,70284.199859
344.668279,127.746715,496.606839,955.955425,2035.552023,2248.849219,6.818888,0.390499,70215.779245
344.918279,127.985872,497.115844,957.293955,2036.487794,2250.265374,6.823182,0.390461,70147.358631
345.168279,128.225363,497.625083,958.634492,2037.426543,2251.685370,6.827487,0.390422,70078.938017
345.418279,128.465189,498.134557,959.977038,2038.368273,2253.109214,6.831805,0.390384,70010.517404
345.668279,128.705351,498.644267,961.321598,2039.312990,2254.536912,6.836134,0.390345,69942.096790
345.918279,128.945850,499.154214,962.668176,2040.260699,2255.968470,6.840474,0.390307,69873.676176
346.168279,129.186686,499.664398,964.016775,2041.211405,2257.403894,6.844827,0.390268,69805.255563
346.418279,129.427859,500.174820,965.367399,2042.165114,2258.843192,6.849191,0.390229,69736.834949
346.668279,129.669369,500.685481,966.720053,2043.121830,2260.286369,6.853567,0.390191,69668.414335
346.918279,129.911219,501.196381,968.074740,2044.081559,2261.733433,6.857955,0.390152,69599.993721
347.168279,130.153407,501.707522,969.431464,2045.044305,2263.184388,6.862354,0.390112,69531.573108
347.418279,130.395935,502.218904,970.790229,2046.010075,2264.639242,6.866766,0.390073,69463.152494
347.668279,130.638802,502.730527,972.151039,2046.978874,2266.098002,6.871189,0.390034,69394.731880
347.918279,130.882010,503.242393,973.513898,2047.950706,2267.560673,6.875624,0.389994,69326.311267
348.168279,131.125559,503.754503,974.878811,2048.925578,2269.027262,6.880071,0.389955,69257.890653
348.418279,131.369450,504.266856,976.245780,2049.903493,2270.497777,6.884530,0.389915,69189.470039
348.668279,131.613682,504.779455,977.614810,2050.884458,2271.972222,6.889000,0.389876,69121.049425
348.918279,131.858257,505.292299,978.985904,2051.868479,2273.450605,6.893483,0.389836,69052.628812
349.168279,132.103176,505.805389,980.359068,2052.855559,2274.932933,6.897978,0.389796,68984.208198
349.418279,132.348437,506.318727,981.734305,2053.845706,2276.419212,6.902484,0.389756,68915.787584
349.668279,132.594043,506.832312,983.111619,2054.838923,2277.909449,6.907003,0.389716,68847.366971
349.918279,132.839993,507.346147,984.491014,2055.835217,2279.403649,6.911534,0.389675,68778.946357
350.168279,133.086289,507.860230,985.872352,2056.834656,2280.901817,6.916076,0.389635,68710.525743
350.418279,133.332929,508.374564,987.255144,2057.837466,2282.403942,6.920631,0.389594,68642.105129
350.668279,133.579916,508.889149,988.639365,2058.843664,2283.910030,6.925198,0.389554,68573.684516
350.918279,133.827249,509.403986,990.025018,2059.853258,2285.420088,6.929777,0.389513,68505.263902
351.168279,134.074929,509.919076,991.412105,2060.866252,2286.934121,6.934367,0.389472,68436.843288
351.418279,134.322955,510.434420,992.800631,2061.882655,2288.452135,6.938970,0.389431,68368.422675
351.668279,134.571329,510.950018,994.190597,2062.902471,2289.974137,6.943585,0.389390,68300.002061
351.918279,134.820051,511.465871,995.582007,2063.925707,2291.500132,6.948212,0.389349,68231.581447
352.168279,135.069120,511.981981,996.974863,2064.952370,2293.030128,6.952851,0.389308,68163.160833
352.418279,135.318538,512.498348,998.369168,2065.982465,2294.564129,6.957503,0.389267,68094.740220
352.668279,135.568305,513.014972,999.764926,2067.015999,2296.102143,6.962166,0.389225,68026.319606
352.918279,135.818421,513.531856,1001.162139,2068.052979,2297.644175,6.966842,0.389184,67957.898992
353.168279,136.068886,514.048999,1002.560809,2069.093411,2299.190232,6.971530,0.389142,67889.478379
353.418279,136.319701,514.566403,1003.960941,2070.137301,2300.740320,6.976230,0.389100,67821.057765
353.668279,136.570867,515.084068,1005.362537,2071.184656,2302.294445,6.980942,0.389058,67752.637151
